Roster

  System.X
  autoregulation.total_peripheral_resistance
  autoregulation.tpr_limit
  autoregulation.tpr_slope
  autoregulation.tpr_setpoint
  baroreceptor_reflex.affna
  baroreceptor_reflex.sympathetics
  fluids.total_body_water
  fluids.intake
  fluids.distribution
  fluids.extracellular
  fluids.intracellular
  fluids.blood_volume
  fluids.ideal_blood_volume
  fluids.unstressed_blood_volume
  heart.cardiac_output
  cardiac_output.plateau_multiplier
  cardiac_output.setpoint
  cardiac_output.ideal_cardiac_output
  cardiac_output.plateau
  heart.right_atrial_pressure
  heart.stroke_volume
  heart.mcfp_slope
  heart.mean_circulatory_filling_pressure
  heart.resistance_to_venous_return
  blood_flow.blood_flow
  renal_function.MAP_ideal
  renal_function.mean_arterial_pressure
  renal_function.bn
  renal_function.a_n
  renal_function.base_n
  renal_function.urine_output
  energy.energy_excess
  energy.ToWeightGain
  energy.metabolic_need/min
  energy.energy_excess
  growth.height
  growth.body_surface_area
  weight.calculated_weight
  weight.ideal
  weight.dry_percent
  weight.dry
  weight.real
147,0.0190005457510218,0.0602940591771382,0.000174380329337138,477.882646799119,1.00456543696399,0.999539325724019,3519.57915367361,0.454162349652853,0.670208729166667,1412.31010866648,2107.26904500713,466.062335859939,477.882646799119,277.8966938921,1253.05661702467,1.06186835057434,2.04226169018047,1180.06817665122,1253.07704830591,4.10271328564472,8.3537107801645,0.0488039991054489,9.18323582227465,0.00405475174665634,110.268982298171,43.0544444444444,27.911372891514,0.219710765483717,0.0219710765483717,1.05493671131878,0.0977084439940916,36.5815171729637,0.00449109422091892,-0.227726578577059,36.5815171729637,21.0034027777778,0.269382767762508,1.20069355293129,4.78307562637004,0.26010327092831,1.24409361551632,4.76367276918993,
148,0.0190057782080047,0.0602960493330742,0.000174374130666641,477.899634623243,1.00462349940457,0.999533414244345,3519.74684202629,0.454178951053893,0.670206972222222,1412.37518057092,2107.37166145537,466.083809588403,477.899634623243,277.89798361284,1253.10481910213,1.06187038112456,2.04226484257655,1180.11131273476,1253.12524942307,4.1028163796088,8.35403212734754,0.0488019756507128,9.1838400970687,0.00405499593096158,110.273224080988,43.0548148148148,27.9189482761577,0.219718717554815,0.0219718717554815,1.05493622598724,0.0977497415333936,36.5828204109889,0.00449103381840402,-0.227723770031506,36.5828204109889,21.0034259259259,0.269388185878918,1.20069840891276,4.78309782466162,0.260103972251656,1.24410274386274,4.76384958588903,
149,0.0190110153953498,0.0602980393511239,0.000174367933614074,477.916619220676,1.0046779964128,0.999527864577288,3519.91449886682,0.454195549434603,0.670205215277778,1412.44023961455,2107.47425925227,466.1052790728,477.916619220676,277.899273325647,1253.1530131029,1.06187241169096,2.04226799513019,1180.15444097046,1253.1734424011,4.10292230917163,8.35435342068601,0.0487999703340882,9.18444749715828,0.00405524033686287,110.277465153055,43.0551851851852,27.9265327974111,0.219726668179175,0.0219726668179175,1.05493574066427,0.0977911382740498,36.5841234157127,0.00449097341832757,-0.227720961427458,36.5841234157127,21.0034490740741,0.269393602960603,1.20070326501502,4.78312002281665,0.260104673558823,1.2441118721274,4.76402637099421,
150,0.0190162569107925,0.0603000292312992,0.000174361738182998,477.933600580835,1.00472914129501,0.999522655221498,3520.08212408956,0.454212144784817,0.670203458333333,1412.50528575503,2107.57683833453,466.126744299161,477.933600580835,277.900563030522,1253.20119899509,1.06187444227353,2.04227114784139,1180.19756133189,1253.22162721189,4.10303090197145,8.35467465996727,0.0487979821049577,9.18505782523158,0.00405548494553902,110.281705511568,43.0555555555556,27.9341257774716,0.219734617351927,0.0219734617351927,1.05493525534988,0.0978326286737582,36.5854261861113,0.00449091302068943,-0.227718152764933,36.5854261861113,21.0034722222222,0.269399019004449,1.20070812123802,4.78314222083515,0.260105374849812,1.24412100031029,4.76420312439985,
151,0.0190215023758377,0.0603020189736116,0.000174355544376764,477.950578693721,1.00477713455676,0.999517765949033,3520.24971759469,0.454228737094925,0.670201701388889,1412.57031895238,2107.6793986423,466.148205254286,477.950578693721,277.901852727464,1253.24937674858,1.06187647287228,2.04227430071016,1180.2406737941,1253.26980382889,4.103141995847,8.35499584499051,0.0487960099749615,9.1856708956489,0.0040557297392808,110.285945153875,43.0559259259259,27.9417265785518,0.219742565068469,0.0219742565068469,1.05493477004406,0.0978742075152042,36.586728721218,0.00449085262548944,-0.227715344043953,36.586728721218,21.0034953703704,0.269404434007519,1.20071297758173,4.78316441871712,0.260106076124624,1.24413012841143,4.76437984600611,
152,0.0190267514343687,0.0603040085780727,0.00017434935219852,477.967553549883,1.00482216467543,0.999513177730469,3520.41727928782,0.454245326355846,0.670199944444444,1412.63533916878,2107.78194011904,466.169661925699,477.967553549883,277.903142416474,1253.29754633489,1.06187850348721,2.0422774537365,1180.28377833349,1253.31797222699,4.10325543823806,8.35531697556595,0.0487940530143335,9.18628653375717,0.00405597470142587,110.290184077471,43.0562962962963,27.9493346005371,0.21975051132445,0.021975051132445,1.05493428474681,0.0979158698871124,36.5880310201202,0.00449079223272743,-0.227712535264536,36.5880310201202,21.0035185185185,0.269409847967038,1.20071783404612,4.78318661646255,0.26010677738326,1.24413925643081,4.76455653571864,
153,0.0190320037513361,0.0603059980446944,0.000174343161651223,477.984525140385,1.00486440882567,0.999508872664366,3520.58480907976,0.454261912558992,0.6701981875,1412.7003463685,2107.88446271126,466.191114301605,477.984525140385,277.904432097551,1253.34570772714,1.0618805341183,2.04228060692041,1180.32687492773,1253.36613238245,4.10337108562069,8.35563805151426,0.0487921103484516,9.18690457524403,0.0040562198162975,110.294422279988,43.0566666666667,27.9569492787781,0.219758456115757,0.0219758456115757,1.05493379945813,0.0979576111663844,36.5893330819557,0.00449073184240327,-0.227709726426704,36.5893330819557,21.0035416666667,0.269415260880386,1.20072269063116,4.78320881407145,0.260107478625719,1.24414838436844,4.76473319344821,
154,0.019037259011523,0.0603079873734882,0.000174336972737656,478.001493456779,1.00490403356068,0.99950483391081,3520.75230688614,0.454278495696243,0.670196430555556,1412.76534051774,2107.9869663684,466.212562370853,478.001493456779,277.905721770696,1253.39386089989,1.06188256476557,2.04228376026191,1180.36996355574,1253.41428427281,4.10348880297523,8.35595907266595,0.048790181154586,9.1875248655294,0.00405646506914677,110.298659759191,43.057037037037,27.9645700820101,0.2197663994385,0.02197663994385,1.05493331417803,0.0979994270012699,36.5906349059099,0.0044906714545168,-0.227706917530475,36.5906349059099,21.0035648148148,0.269420672745088,1.20072754733681,4.78323101154383,0.260108179852004,1.24415751222432,4.76490981911046,
155,0.0190425169183813,0.0603099765644658,0.00017433078546043,478.018458491075,1.00494119545202,0.999501045628829,3520.91977262714,0.454295075759917,0.670194673611111,1412.83032158453,2108.08945104261,466.234006122894,478.018458491075,277.907011435909,1253.44200582911,1.06188459542902,2.04228691376098,1180.41304419755,1253.46242787685,4.1036084632852,8.35628003886075,0.0487882646588387,9.18814725919235,0.00405671044609816,110.302896512962,43.0574074074074,27.9721965103938,0.219774341289,0.0219774341289,1.0549328289065,0.0980413132955043,36.5919364912131,0.00449061106906785,-0.227704108575869,36.5919364912131,21.003587962963,0.269426083558808,1.20073240416305,4.78325320887967,0.260108881062114,1.24416663999846,4.7650864126256,
156,0.019047777192935,0.0603119656176388,0.000174324599822002,478.035420235713,1.00497604169059,0.99949749291745,3521.08720622725,0.454311652742744,0.670192916666667,1412.89528953863,2108.19191668862,466.255445547749,478.035420235713,277.908301093189,1253.49014249207,1.06188662610864,2.04229006741764,1180.45611683427,1253.51056317444,4.10372994706535,8.35660094994711,0.0487863601332601,9.18877161943131,0.00405695593409825,110.307132539302,43.0577777777778,27.9798280936689,0.219782281663775,0.0219782281663775,1.05493234364354,0.0980832661933629,36.593237837138,0.00449055068605628,-0.227701299562907,36.593237837138,21.0036111111111,0.269431493319336,1.20073726110983,4.78327540607899,0.260109582256051,1.24417576769085,4.7652629739181,
157,0.0190530395727478,0.060313954533019,0.000174318415824678,478.052378683539,1.00500871065103,0.999494161760196,3521.25460761501,0.454328226637847,0.670191159722222,1412.96024435144,2108.29436326357,466.276880635974,478.052378683539,277.909590742538,1253.53827086725,1.06188865680442,2.04229322123189,1180.49918144803,1253.55869014657,4.10385314191725,8.35692180578166,0.0487844668931344,9.18939781755577,0.00405720152086746,110.311367836318,43.0581481481481,27.9874643894152,0.219790220559529,0.0219790220559529,1.05493185838915,0.0981252820655842,36.5945389429967,0.00449049030548192,-0.22769849049161,36.5945389429967,21.0036342592593,0.269436902024584,1.20074211817712,4.78329760314179,0.260110283433816,1.2441848953015,4.76543950291651,
158,0.0190583038109505,0.060315943310618,0.000174312233470624,478.069333827779,1.00503933242202,0.999491038972826,3521.42197672274,0.454344797438709,0.670189402777778,1413.02518599584,2108.3967907269,466.298311378628,478.069333827779,277.910880383955,1253.58639093431,1.06189068751638,2.04229637520374,1180.54223802191,1253.60680877522,4.1039779421108,8.35724260622875,0.0487825842944237,9.19002573250758,0.0040574471948545,110.31560240222,43.0585185185185,27.9951049814145,0.219798157973142,0.0219798157973142,1.05493137314333,0.0981673574961062,36.595839808139,0.00449042992734464,-0.227695681361996,36.595839808139,21.0036574074074,0.26944230967258,1.20074697536489,4.78331980006806,0.260110984595408,1.24419402283041,4.76561599955315,
159,0.0190635696753248,0.0603179319504473,0.000174306052761876,478.08628566202,1.00506802930436,0.999488112154131,3521.58931348637,0.454361365139164,0.670187645833333,1413.0901144462,2108.49919904017,466.319737767245,478.08628566202,277.912170017439,1253.634502674,1.06189271824452,2.04229952933317,1180.58528653987,1253.6549190433,4.10410424819031,8.35756335115999,0.0487807117313616,9.19065525041028,0.00405769294519355,110.319836235312,43.0588888888889,28.0027494781084,0.219806093901659,0.0219806093901659,1.05493088790608,0.0982094892695696,36.5971404319496,0.00449036955164426,-0.227692872174087,36.5971404319496,21.0036805555556,0.269447716261457,1.20075183267311,4.78334199685782,0.260111685740829,1.24420315027759,4.76579246376396,
160,0.0190688369474409,0.0603199204525188,0.000174299873700345,478.103234180188,1.00509491627893,0.999485369639615,3521.75661784517,0.454377929733365,0.670185888888889,1413.1550296782,2108.60158816697,466.341159793807,478.103234180188,277.913459642992,1253.68260606807,1.06189474898882,2.04230268362021,1180.62832698673,1253.70302093466,4.1042319666034,8.35788404045379,0.0487788486341878,9.1912862641447,0.0040579387616639,110.32406933399,43.0592592592593,28.0103975111456,0.219814028342282,0.0219814028342282,1.0549304026774,0.0982516743595523,36.5984408138467,0.00449030917838065,-0.227690062927902,36.5984408138467,21.0037037037037,0.26945312178945,1.20075669010175,4.78336419351106,0.260112386870079,1.24421227764303,4.7659688954882,
161,0.0190741054218449,0.060321908816844,0.000174293696287827,478.120179376525,1.00512010144634,0.999482800457885,3521.92388974161,0.454394491215773,0.670184131944444,1413.21993166883,2108.70395807279,466.362577450712,478.120179376525,277.914749260614,1253.73070109926,1.06189677974929,2.04230583806485,1180.67135934809,1253.75111443396,4.10436100935196,8.35820467399504,0.0487769944670157,9.19191867294958,0.00405818463465196,110.328301696735,43.0596296296296,28.0180487340142,0.219821961292355,0.0219821961292355,1.0549299174573,0.098293909917485,36.5997409532794,0.00449024880755363,-0.227687253623462,36.5997409532794,21.0037268518519,0.26945852625489,1.20076154765076,4.78338639002777,0.26011308798316,1.24422140492674,4.76614529466836,
162,0.0190793749052944,0.0603238970434346,0.000174287520526006,478.137121245574,1.00514368644003,0.999480394289613,3522.09112912114,0.454411049581136,0.670182375,1413.28482039624,2108.8063087249,466.383990730759,478.137121245574,277.916038870304,1253.7787877512,1.06189881052594,2.0423089926671,1180.71438361031,1253.79919952665,4.10449129366335,8.35852525167465,0.0487751487258256,9.19255238204543,0.00405843055511548,110.332533322105,43.06,28.0257028207538,0.219829892749364,0.0219829892749364,1.05492943224576,0.0983361932622122,36.6010408497262,0.00449018843916307,-0.227684444260787,36.6010408497262,21.00375,0.269463929656197,1.20076640532011,4.78340858640798,0.260113789080072,1.24423053212873,4.76632166124987,
163,0.019084645216038,0.0603258851323022,0.000174281346416464,478.15405978216,1.00516576681437,0.999478141428906,3522.25833593201,0.454427604824472,0.670180618055556,1413.34969583974,2108.90864009227,466.405399627114,478.15405978216,277.917328472062,1253.82686600838,1.06190084131875,2.04231214742695,1180.75739976045,1253.84727619895,4.10462274168107,8.35884577338923,0.0487733109365753,9.19318730228068,0.00405867651454985,110.336764208738,43.0603703703704,28.0333594647432,0.219837822710922,0.0219837822710922,1.05492894704279,0.0983785218701638,36.6023405026934,0.00449012807320879,-0.227681634839898,36.6023405026934,21.0037731481481,0.269469331991874,1.20077126310978,4.78343078265167,0.260114490160815,1.24423965924899,4.766497995181,
164,0.0190899161831377,0.0603278730834586,0.000174275173960686,478.170994981374,1.0051864324094,0.99947603274694,3522.42551012512,0.454444156941054,0.670178861111111,1413.41455797969,2109.01095214543,466.426804133297,478.170994981374,277.918618065889,1253.87493585611,1.06190287212773,2.04231530234442,1180.80040778621,1253.89534443777,4.10475528017349,8.35916623904076,0.0487714806534226,9.19382334979837,0.00405892250495641,110.340994355338,43.0607407407407,28.041018377559,0.219845751174765,0.0219845751174765,1.0549284618484,0.0984208933660974,36.6036399117131,0.00449006770969066,-0.227678825360816,36.6036399117131,21.0037962962963,0.269474733260506,1.20077612101972,4.78345297875885,0.260115191225391,1.24424878628752,4.76667429641264,
165,0.0190951876458304,0.0603298608969152,0.000174269003160065,478.187926838555,1.00520576769352,0.99947405965775,3522.59265165387,0.454460705926394,0.670177104166667,1413.47940679744,2109.11324485643,466.448204243156,478.187926838555,277.919907651785,1253.92299728044,1.06190490295288,2.04231845741951,1180.84340767594,1253.94340423067,4.10488884025984,8.35948664853625,0.048769657457052,9.19446044572266,0.00405916851881256,110.345223760678,43.0611111111111,28.0486792879009,0.219853678138743,0.0219853678138743,1.05492797666257,0.0984633055143818,36.604939076342,0.00449000734860851,-0.227676015823559,36.604939076342,21.0038194444444,0.269480133460751,1.2007809790499,4.78347517472951,0.2601158922738,1.24425791324434,4.76685056489821,
166,0.0191004594529274,0.0603318485726839,0.000174262834015909,478.204855349279,1.00522385208559,0.999472214086027,3522.75976047399,0.454477251776231,0.670175347222222,1413.5442422753,2109.21551819869,466.46959995085,478.204855349279,277.921197229749,1253.97105026812,1.0619069337942,2.04232161265221,1180.88639941857,1253.99145556584,4.10502335715229,8.35980700178747,0.0487678409531003,9.19509851586374,0.00405941454904368,110.349452423595,43.0614814814815,28.0563419405804,0.219861603600815,0.0219861603600814,1.05492749148531,0.0985057562107923,36.6062379961598,0.00448994698996219,-0.22767320622815,36.6062379961598,21.0038425925926,0.269485532591337,1.2007858372003,4.78349737056367,0.260116593306043,1.24426704011944,4.76702680059343,
167,0.0191057314622488,0.0603338361107762,0.000174256666529444,478.221780509342,1.0052407602575,0.999470488436818,3522.92683654342,0.454493794486514,0.670173590277778,1413.60906439646,2109.31777214697,466.490991250831,478.221780509342,277.922486799783,1254.0190948066,1.06190896465168,2.04232476804254,1180.92938300357,1254.03949843207,4.10515876991316,8.36012729871066,0.0487660307706754,9.19573749044004,0.00405966058899669,110.353680342981,43.0618518518519,28.0640060955689,0.21986952755904,0.021986952755904,1.05492700631662,0.0985482434747815,36.6075366707679,0.00448988663375154,-0.227670396574609,36.6075366707679,21.0038657407407,0.26949093065106,1.20079069547086,4.78351956626132,0.260117294322121,1.24427616691282,4.76720300345624,
168,0.0191110035400912,0.0603358235112038,0.000174250500701819,478.238702314749,1.0052565624187,0.999468875567011,3523.09387982219,0.454510334053393,0.670171833333333,1413.67387314492,2109.42000667727,466.512378137824,478.238702314749,277.923776361886,1254.06713088394,1.06191099552533,2.0423279235905,1180.97235842094,1254.08753281868,4.10529502122663,8.36044753922626,0.048764226560962,9.1963773038169,0.0040599066324151,110.357907517787,43.0622222222222,28.071671527101,0.219877450011575,0.0219877450011575,1.0549265211565,0.0985907654422065,36.6088350997882,0.00448982627997642,-0.227667586862956,36.6088350997882,21.0038888888889,0.269496327638775,1.20079555386157,4.78354176182247,0.260117995322034,1.24428529362449,4.76737917344669,
169,0.0191162755607267,0.0603378107739783,0.000174244336534113,478.255620761702,1.00527132458346,0.999467368758511,3523.26089027227,0.454526870473206,0.670170076388889,1413.7386685055,2109.52222176677,466.533760606814,478.255620761702,277.925065916057,1254.1151584888,1.06191302641515,2.04233107929609,1181.01532566116,1254.13555871552,4.10543205718376,8.36076772325868,0.0487624279959104,9.1970178942607,0.00406015267341559,110.362133947015,43.0625925925926,28.0793380228319,0.219885370956666,0.0219885370956666,1.05492603600495,0.098633320358479,36.6101332828616,0.00448976592863666,-0.227664777093211,36.6101332828616,21.003912037037,0.2695017235534,1.20080041237238,4.78356395724711,0.260118696305783,1.24429442025445,4.76755531052673,
170,0.0191215474059316,0.0603397978991114,0.000174238174027338,478.272535846585,1.0052851088221,0.999465961692995,3523.42786785747,0.454543403742469,0.670168319444444,1413.80345046373,2109.62441739374,466.555138653031,478.272535846585,277.926355462298,1254.16317761041,1.06191505732113,2.04233423515931,1181.05828471518,1254.18357611293,4.10556982708025,8.36108785073605,0.048760634767002,9.19765920370731,0.00406039870646598,110.366359629716,43.062962962963,28.0870053830431,0.219893290392643,0.0219893290392643,1.05492555086197,0.0986759065721171,36.6114312196473,0.00448970557973211,-0.227661967265397,36.6114312196473,21.0039351851852,0.269507118393904,1.20080527100327,4.78358615253525,0.26011939727337,1.24430354680271,4.76773141466018,
171,0.0191268189645422,0.0603417848866147,0.000174232013182439,478.289447565958,1.0052979734972,0.999464648428161,3523.59481254334,0.454559933857862,0.6701665625,1413.86821900585,2109.72659353748,466.576512271931,478.289447565958,277.927645000609,1254.2111882385,1.06191708824328,2.04233739118017,1181.10123557438,1254.23158500169,4.10570828322627,8.36140792158999,0.0487588465840887,9.19830117754451,0.00406064472636443,110.370584564988,43.0633333333333,28.0946734198956,0.219901208317916,0.0219901208317916,1.05492506572755,0.0987185225286779,36.6127289098214,0.00448964523326262,-0.227659157379532,36.6127289098214,21.0039583333333,0.26951251215931,1.20081012975419,4.78360834768689,0.260120098224793,1.24431267326926,4.76790748581259,
172,0.0191320901320376,0.0603437717364999,0.000174225854000304,478.306355916544,1.00530997348544,0.999463423375392,3523.76172429704,0.454576460816225,0.670164805555556,1413.93297411875,2109.82875017829,466.597881459188,478.306355916544,277.928934530988,1254.25919036332,1.0619191191816,2.04234054735868,1181.14417823054,1254.27958537304,4.10584738076733,8.36172793575545,0.0487570631743006,9.19894376440701,0.00406089072821992,110.374808751972,43.0637037037037,28.1023419567269,0.219909124730972,0.0219909124730972,1.05492458060171,0.0987611667650429,36.6140263530761,0.00448958488922804,-0.227656347435638,36.6140263530761,21.0039814814815,0.269517904848691,1.20081498862511,4.78363054270204,0.260120799160056,1.24432179965411,4.76808352395115,
173,0.0191373608101466,0.0603457584487786,0.000174219696481765,478.32326089522,1.00532116038631,0.999462281278724,3523.92860308729,0.454592984614542,0.670163048611111,1413.99771578994,2109.93088729735,466.61924621068,478.32326089522,277.930224053438,1254.30718397557,1.06192115013608,2.04234370369482,1181.18711267582,1254.32757721862,4.10598707751597,8.36204789317046,0.0487552842810185,9.19958691598375,0.00406113670743387,110.37903218985,43.0640740740741,28.1100108273893,0.219917039630366,0.0219917039630366,1.05492409548443,0.0988038379040393,36.6153235491187,0.0044895245476282,-0.227653537433735,36.6153235491187,21.0040046296296,0.269523296461164,1.200819847616,4.78365273758068,0.260121500079158,1.24433092595726,4.76825952904455,
174,0.0191426309064777,0.0603477450234623,0.0001742135406276,478.340162499006,1.00533158271812,0.999461217195079,3524.09544888424,0.45460950524994,0.670161291666667,1414.0624440075,2110.03300487674,466.640606522474,478.340162499006,277.931513567957,1254.3551690664,1.06192318110672,2.04234686018862,1181.23003890277,1254.37556053044,4.10612733379319,8.36236779377601,0.0487535096629071,9.20023058683649,0.00406138265968279,110.383254877843,43.0644444444444,28.1176798756274,0.219924953014721,0.0219924953014721,1.05492361037572,0.0988465346493763,36.6166204976705,0.00448946420846296,-0.227650727373845,36.6166204976705,21.0040277777778,0.269528686995889,1.20082470672683,4.78367493232283,0.260122200982099,1.24434005217871,4.76843550106295,
175,0.019147900334171,0.0603497314605629,0.000174207386438537,478.357060725061,1.00534128610238,0.999460226475657,3524.2622616594,0.454626022719672,0.670159534722222,1414.12715876005,2110.13510289935,466.661962390818,478.357060725061,277.932803074545,1254.40314562737,1.06192521209353,2.04235001684007,1181.27295690424,1254.42353530088,4.10626811227954,8.36268763751578,0.0487517390930058,9.20087473422925,0.00406162858090208,110.387476815208,43.0648148148148,28.1253489544926,0.219932864882723,0.0219932864882723,1.05492312527557,0.0988892557808841,36.6179171984663,0.00448940387173216,-0.227647917255987,36.6179171984663,21.0040509259259,0.269534076452069,1.20082956595755,4.78369712692849,0.260122901868881,1.24434917831847,4.76861143997787,
176,0.0191531690115712,0.0603517177600919,0.000174201233915257,478.373955570672,1.00535031343702,0.999459304748439,3524.42904138556,0.454642537021119,0.670157777777778,1414.19186003676,2110.2371813488,466.683313812129,478.373955570672,277.934092573204,1254.45111365042,1.0619272430965,2.04235317364917,1181.31586667342,1254.47150152266,4.10640937787474,8.36300742433611,0.0487499723578736,9.2015193179678,0.0040618744672706,110.391698001237,43.0651851851852,28.1330179257916,0.219940775233116,0.0219940775233116,1.05492264018399,0.0989320001500249,36.6192136512536,0.00448934353743565,-0.227645107080183,36.6192136512536,21.0040740740741,0.269539464828944,1.20083442530813,4.78371932139765,0.260123602739505,1.24435830437654,4.7687873457621,
177,0.019158436861919,0.0603537039220609,0.000174195083058398,478.390847033244,1.00535870505929,0.999458447901718,3524.59578803671,0.454659048151774,0.670156020833333,1414.25654782723,2110.33924020948,466.704660782985,478.390847033244,277.935382063932,1254.49907312786,1.06192927411563,2.04235633061594,1181.35876820382,1254.51945918881,4.10655109756585,8.36332715418572,0.0487482092567841,9.20216430024861,0.00406212031519636,110.395918435251,43.0655555555556,28.1406866595676,0.2199486840647,0.02199486840647,1.05492215510098,0.0989747666756712,36.6205098557915,0.00448928320557327,-0.227642296846454,36.6205098557915,21.0040972222222,0.269544852125789,1.20083928477855,4.78374151573033,0.260124303593971,1.24436743035292,4.76896321838963,
178,0.0191637038130611,0.0603556899464815,0.000174188933868556,478.407735110298,1.00536649889882,0.999457652068618,3524.76250158798,0.454675556109241,0.670154263888889,1414.32122212155,2110.44127946643,466.726003300112,478.407735110298,277.93667154673,1254.54702405235,1.06193130515092,2.04235948774036,1181.40166148919,1254.56740829268,4.10669324030311,8.36364682701566,0.0487464496009688,9.20280964551681,0.00406236612130288,110.400138116607,43.0659259259259,28.1483550336128,0.219956591376326,0.0219956591376326,1.05492167002654,0.0990175543401348,36.6218058118505,0.00448922287614486,-0.22763948655482,36.6218058118505,21.0041203703704,0.269550238341915,1.20084414436876,4.78376370992651,0.260125004432279,1.24437655624761,4.7691390578356,
179,0.0191689697971776,0.0603576758333655,0.000174182786346287,478.424619799463,1.00537373062159,0.999456913612529,3524.92918201557,0.454692060891226,0.670152506944445,1414.38588291024,2110.54329910533,466.747341360379,478.424619799463,277.937961021599,1254.59496641687,1.06193333620238,2.04236264502245,1181.44454652358,1254.61534882789,4.10683577688328,8.36396644277911,0.0487446932129053,9.20345532033257,0.00406261188241644,110.404357044684,43.0662962962963,28.1560229330088,0.219964497166897,0.0219964497166897,1.05492118496066,0.0990603621854264,36.6231015192112,0.00448916254915028,-0.227636676205302,36.6231015192112,21.0041435185185,0.269555623476664,1.20084900407873,4.78378590398621,0.260125705254432,1.24438568206062,4.7693148640762,
180,0.0191742347505254,0.0603596615827244,0.000174176640492111,478.441501098467,1.00538043376518,0.999456229113399,3525.09582929667,0.454708562495533,0.67015075,1414.4505301842,2110.64529911247,466.768674960786,478.441501098467,277.939250488537,1254.6429002147,1.06193536727,2.04236580246221,1181.48742330128,1254.66328078832,4.10697867983978,8.36428600143134,0.0487429399256478,9.20410129324544,0.00406285759555409,110.408575218894,43.0666666666667,28.1636902496948,0.21997240143536,0.021997240143536,1.05492069990335,0.0991031893097344,36.6243969776644,0.00448910222458936,-0.22763386579792,36.6243969776644,21.0041666666667,0.269561007529408,1.20085386390843,4.78380809790942,0.260126406060428,1.24439480779195,4.76949063708862,
181,0.0191794986131962,0.0603616471945699,0.000174170496306512,478.458379005132,1.005386639866,0.999455595354849,3525.26244340943,0.454725060920054,0.670148993055556,1414.51516393473,2110.7472794747,466.79000409846,478.458379005132,277.940539947547,1254.69082543942,1.06193739835377,2.04236896005965,1181.53029181681,1254.71120416812,4.10712192333939,8.36460550292944,0.0487411895821969,9.20474753467596,0.00406310325791233,110.412792638669,43.067037037037,28.1713568820609,0.219980304180706,0.0219980304180706,1.0549202148546,0.0991460348641137,36.6256921870102,0.00448904190246196,-0.227631055332697,36.6256921870102,21.0041898148148,0.269566390499549,1.20085872385782,4.78383029169615,0.26012710685027,1.2444039334416,4.76966637685103,
182,0.0191847613288899,0.0603636326689136,0.000174164353789945,478.475253517373,1.00539237857888,0.999455009312052,3525.42902433288,0.454741556162768,0.670147236111111,1414.57978415347,2110.84924017941,466.811328770645,478.475253517373,277.941829398626,1254.73874208486,1.06193942945371,2.04237211781476,1181.57315206493,1254.75911896166,4.10726548308514,8.36492494723238,0.048739442034908,9.20539401680459,0.00406334886685648,110.417009303467,43.0674074074074,28.1790227345659,0.219988205401966,0.0219988205401966,1.05491972981442,0.0991888980493684,36.6269871470573,0.00448898158276792,-0.227628244809652,36.6269871470573,21.004212962963,0.269571772386512,1.20086358392686,4.7838524853464,0.260127807623958,1.24441305900958,4.76984208334246,
183,0.0191900228447,0.0603656180057671,0.00017415821294283,478.492124633184,1.00539767778943,0.999454468140329,3525.59557204688,0.454758048221737,0.670145479166667,1414.64439083241,2110.95118121447,466.832648974696,478.492124633184,277.943118841776,1254.78665014512,1.06194146056981,2.04237527572755,1181.6160040406,1254.80702516354,4.10740933622487,8.36524433430079,0.0487376971449331,9.20604071346697,0.00406359441991069,110.42122521277,43.0677777777778,28.1866877173775,0.219996105098212,0.0219996105098212,1.05491924478281,0.0992317781131173,36.6282818576226,0.00448892126550709,-0.227625434228806,36.6282818576226,21.0042361111111,0.269577153189751,1.20086844411553,4.78387467886017,0.260128508381492,1.24442218449589,4.77001775654277,
184,0.0191952831109133,0.0603676032051421,0.000174152073765561,478.508992350642,1.00540256371977,0.999453969164426,3525.76208653211,0.454774537095095,0.670143722222222,1414.70898396386,2111.05310256825,466.853964708073,478.508992350642,277.944408276996,1254.83454961454,1.06194349170207,2.04237843379802,1181.65884773897,1254.85492276856,4.10755346126529,8.36556366409691,0.0487359547816977,9.20668760005551,0.00406383991474849,110.425440366079,43.0681481481481,28.1943517460337,0.220004003268551,0.0220004003268551,1.05491875975976,0.099274674347033,36.6295763185308,0.0044888609506793,-0.227622623590181,36.6295763185308,21.0042592592593,0.269582532908742,1.20087330442378,4.78389687223746,0.260129209122874,1.24443130990052,4.77019339643263,
185,0.0192005420808199,0.0603695882670501,0.000174145936258503,478.525856667897,1.00540706102787,0.999453509868424,3525.92856776995,0.454791022781051,0.670141965277778,1414.7735635404,2111.15500422955,466.875275968334,478.525856667897,277.945697704288,1254.88244048767,1.06194552285048,2.04238159202618,1181.70168315538,1254.90281177174,4.10769783799114,8.36588293658446,0.0487342148224075,9.20733465342687,0.00406408534918398,110.429654762915,43.0685185185185,28.2020147411245,0.220011899912123,0.0220011899912123,1.05491827474527,0.0993175860842425,36.630870529614,0.00448880063828442,-0.227619812893797,36.630870529614,21.0042824074074,0.269587911542983,1.20087816485158,4.78391906547827,0.260129909848104,1.24444043522349,4.77036900299344,
